,0,1
207,242,5120
208,238,8224
209,146,1717
210,458,90669
211,354,56490
212,164,36144
213,280,35153
214,246,17064
215,204,8717
216,176,26948
217,228,53049
218,262,13001
219,188,16336
220,458,91899
221,200,12051
222,204,6447
223,164,29759
224,312,39623
225,204,9548
226,186,8846
227,230,30219
228,180,6155
229,182,6057
230,358,55152
231,186,24806
232,212,24443
233,244,37948
234,202,35833
235,290,37715
236,288,14562
237,350,13699
238,224,3454
239,186,5708
240,292,63652
241,260,63620
242,150,5761
243,244,29715
244,324,48345
245,298,68261
246,264,11912
247,162,4743
248,270,34658
249,164,8071
250,238,22486
251,100,2820
252,256,30008
253,162,10269
254,232,9137
255,178,54575
256,206,6491
257,284,11067
258,128,3287
259,316,53542
260,240,9003
261,258,10156
262,322,21318
263,266,15962
264,210,14601
265,128,3371
266,164,2693
267,294,35472
268,152,6549
269,216,17374
270,244,5715
271,156,3618
272,204,31233
273,294,10478
274,270,17432
275,152,10866
276,230,5700
277,174,6453
278,212,21215
279,142,4545
280,266,20919
281,286,13200
282,234,32593
283,272,18866
284,332,17384
285,278,19119
286,318,54303
287,218,18680
288,230,29402
289,174,3083
290,234,14962
291,178,11288
292,218,12860
293,250,18248
294,276,31545
295,242,49328
296,266,13738
297,246,34778
298,162,8626
299,212,20273
300,280,26836
301,172,23714
302,254,53912
303,306,30025
304,300,21198
305,188,26226
306,288,9421
307,194,8608
308,284,20090
309,236,23173
310,408,78817
311,278,53120
312,126,5585
313,212,4722
314,214,10576
315,186,8311
316,254,17325
317,190,23388
318,272,18233
319,354,73197
320,168,8548
321,182,5152
322,216,10122
323,362,53712
324,298,35476
325,174,3453
326,288,9200
327,244,50961
328,212,21283
329,348,25081
330,290,16250
331,274,47800
332,174,8931
333,138,1528
334,288,55106
335,266,56363
336,174,4719
337,138,3010
338,208,8100
339,164,7197
340,274,62405
341,246,33127
342,236,29644
343,168,3884
344,164,3605
345,262,14575
346,224,10965
347,154,8937
348,300,30031
349,242,11208
350,232,10505
351,224,9892
352,252,19810
353,230,25899
354,246,12006
355,252,10479
356,252,52339
357,272,31255
358,366,80728
359,178,8792
360,178,16777
361,306,29792
362,208,16734
363,220,39512
364,252,26082
365,344,56993
366,184,8587
367,310,62040
368,266,51007
369,332,72056
370,232,17467
371,134,5328
372,226,29017
373,200,10962
374,324,44446
375,290,42357
376,330,54012
377,150,4547
378,322,65509
379,250,20220
380,194,10497
381,316,18989
382,140,19574
383,310,17191
384,176,5460
385,378,38412
386,316,66642
387,192,7530
388,192,12423
389,270,29835
390,206,9830
391,170,10634
392,322,61242
393,248,11954
394,314,15788
395,254,10035
396,174,9095
397,248,12000
398,134,2905
399,260,44238
400,208,22797
401,220,27190
402,162,6291
403,232,11419
404,250,18698
405,210,9915
406,314,62640
407,140,8104
408,278,52442
409,262,14525
410,158,6675
411,212,20195
412,206,6873
413,294,18063
414,306,23391
415,120,2569
416,268,14118
417,264,12023
418,114,3843
419,160,23354
420,302,18660
421,294,58053
422,384,34554
423,134,3940
424,184,6087
425,240,18537
426,178,9797
427,276,30870
428,358,30296
429,166,6591
430,260,10906
431,368,26232
432,138,2820
433,244,10608
434,286,24353
435,196,9218
436,246,24498
437,202,8792
438,198,11504
439,334,76223
440,210,26395
441,250,4188
442,250,19707
443,290,24728
444,220,21574
445,154,6576
446,136,15440
447,188,6441
448,194,12728
449,230,30271
450,164,4476
451,174,17658
452,240,30696
453,238,11880
454,164,8347
455,224,30207
456,324,37581
457,318,11300
458,200,10557
459,292,56379
460,188,34807
461,268,6369
462,368,75422
463,298,29781
464,206,20474
465,202,11287
466,174,8699
467,356,61780
468,308,61296
469,334,74058
470,232,9293
471,322,68913
472,218,11096
473,352,89596
474,198,7237
475,272,49392
476,332,16518
477,390,31049
478,246,14736
479,280,25976
480,290,27129
481,284,11542
482,200,10339
483,282,9267
484,128,1697
485,238,22628
486,208,14239
487,306,50279
488,156,3944
489,254,43399
490,296,30420
491,346,14019
492,272,53783
493,186,17573
494,230,24709
495,388,51787
496,282,17271
497,204,19962
498,116,1586
499,284,15583
500,136,8569
501,232,26980
502,312,64554
503,188,6247
504,210,3203
505,64,645
506,180,12024
507,188,19233
508,240,23129
509,260,22043
510,278,39801
511,210,4884
512,394,208632
513,334,63286
514,270,26254
515,228,18025
516,236,24771
517,214,19777
518,234,7749
519,194,6615
520,328,27779
521,166,5246
522,292,36446
523,270,55740
524,174,7975
525,162,8189
526,192,5353
527,330,60202
528,158,5479
529,180,8069
530,174,17630
531,306,18523
532,262,51952
533,198,21409
534,230,35906
535,248,20967
536,270,14663
537,252,7664
538,170,11823
539,220,13785
540,284,35738
541,208,8522
542,238,23882
543,274,53540
544,360,72376
545,192,9679
546,248,68270
547,264,14462
548,302,58985
549,326,24326
550,318,52730
551,234,23571
552,202,6298
553,308,28363
554,158,4014
555,186,6520
556,126,8993
557,166,2374
558,198,11915
559,252,17361
560,426,46314
561,216,18664
562,158,9650
563,256,11891
564,236,14040
565,260,37538
566,250,14900
567,216,5303
568,286,10966
569,250,11449
570,264,25351
571,238,22228
572,230,4799
573,228,8233
574,196,8045
575,236,52625
576,158,3377
577,170,6406
578,312,75602
579,238,29452
580,180,5122
581,166,8516
582,170,9624
583,330,21540
584,310,66491
585,192,8743
586,204,16979
587,270,87312
588,214,14978
589,164,6178
590,310,60286
591,270,52522
592,190,4088
593,350,70713
594,406,922150
595,90,2356
596,242,17361
597,228,9738
598,254,20470
599,274,13641
600,238,14107
601,314,19719
602,150,5377
603,162,6549
604,262,25062
605,260,14634
606,162,5494
607,432,47383
608,234,31485
609,130,4704
610,250,21782
611,216,20959
612,280,11318
613,226,18260
614,312,13879
615,252,43105
616,326,78929
617,296,20874
618,220,6320
619,140,4917
620,192,3552
621,294,26755
622,356,29779
623,232,46550
624,190,12561
625,262,22986
626,244,47915
627,246,22040
628,234,10623
629,246,11051
630,204,27588
631,152,9901
632,208,20438
633,230,26142
634,272,21908
635,242,60684
636,248,28519
637,336,48210
638,124,3988
639,390,73868
640,222,7375
641,168,10343
642,236,35843
643,192,8293
644,250,40644
645,208,38725
646,196,6325
647,142,4301
648,274,33573
649,252,13427
650,224,6357
651,306,49043
652,286,14656
653,218,16926
654,154,5475
655,288,17466
656,246,10160
657,194,3048
658,292,16673
659,236,32252
660,276,61655
661,300,14022
662,230,41259
663,282,56592
664,204,13049
665,350,28137
666,162,8586
667,104,1749
668,216,14751
669,206,15929
670,182,5398
671,208,50765
672,150,20338
673,228,14291
674,260,37788
675,208,10393
676,282,27048
677,300,59986
678,176,23549
679,172,12495
680,162,6066
681,222,9793
682,350,53590
683,264,31537
684,240,9923
685,262,33053
686,108,3506
687,198,14347
688,306,39269
689,254,10606
690,252,11774
691,218,45547
692,188,16178
693,234,28054
694,270,54652
695,238,20156
696,120,1727
697,282,28689
698,222,20662
699,278,36292
700,186,7386
701,220,15015
702,266,45357
703,308,13765
704,242,31192
705,218,19229
706,328,71199
707,216,6938
708,296,25806
709,128,3593
710,152,10496
711,132,2982
712,118,5985
713,378,20644
714,260,13558
715,366,60881
716,240,18716
717,180,7276
718,256,11735
719,338,63687
720,154,11318
721,184,10424
722,262,27151
723,310,24846
724,226,24675
725,192,6038
726,224,20714
727,308,43607
728,246,17941
729,146,4902
730,232,39353
731,262,31351
732,234,8687
733,214,19068
734,184,8578
735,232,28093
736,262,49809
737,218,32141
738,358,32582
739,302,28113
740,362,61124
741,188,37595
742,154,24878
743,194,12991
744,208,16979
745,172,33447
746,402,120918
747,200,35595
748,286,20653
749,212,35620
750,212,4723
751,190,33145
752,248,31208
753,348,73571
754,240,51155
755,188,11579
756,204,7380
757,382,81387
758,148,5944
759,234,28269
760,146,2853
761,296,13382
762,290,27581
763,282,59028
764,258,20823
765,188,11348
766,202,7502
767,282,16287
768,300,25345
769,292,25224
770,408,22706
771,346,53944
772,358,37573
773,158,8093
774,232,19651
775,240,30426
776,214,5814
777,228,10694
778,268,46659
779,256,52289
780,206,13694
781,254,37530
782,290,22606
783,216,21696
784,350,58406
785,180,19073
786,180,6323
787,184,6850
788,146,8037
789,202,22455
790,212,17885
791,332,29025
792,182,1904
793,178,7164
794,196,2854
795,140,15719
796,242,12542
797,250,22039
798,290,23161
799,338,26794
800,190,20515
801,244,39118
802,226,9362
803,270,49509
804,262,33529
805,246,5357
806,370,30994
807,358,50263
808,320,57850
809,238,17499
810,232,24985
811,268,13187
812,198,21881
813,216,22334
814,274,24874
815,372,67703
816,364,44069
817,224,15804
818,178,6914
819,152,4221
820,294,28812
821,296,13969
822,192,6851
823,264,5840
824,202,8558
825,178,7922
826,238,13360
827,128,4994
828,172,9549
829,188,26480
830,358,41023
831,186,16309
832,234,18184
833,264,52525
834,246,27516
835,144,6535
836,262,27491
837,218,13749
838,180,7488
839,250,22944
840,236,8599
841,214,28543
842,202,9840
843,312,54909
844,278,24423
845,146,5769
846,180,6389
847,428,89740
848,352,47964
849,244,9959
850,214,22239
851,282,26961
852,320,64257
853,154,30197
854,212,21855
855,256,10424
856,256,144078
857,242,10068
858,150,6505
859,334,44349
860,226,10099
861,334,63622
862,254,4537
863,362,50391
864,220,23047
865,316,8590
866,314,52881
867,322,22341
868,342,33433
869,202,6405
870,250,11284
871,226,19673
872,248,44610
873,214,11862
874,354,85256
875,350,44922
876,234,10059
877,330,19555
878,216,21178
879,292,61650
880,150,8885
881,436,90781
882,406,41797
883,196,4992
884,148,7097
885,224,27820
886,374,19849
887,352,49507
888,356,21589
889,142,2195
890,114,1183
891,256,7392
892,210,10287
893,180,10280
894,156,39063
895,408,75908
896,160,5967
897,340,42238
898,152,2688
899,328,63456
900,256,21932
901,284,31499
902,330,22099
903,214,11401
904,214,9020
905,160,5620
906,188,15406
907,356,31503
908,220,8343
909,240,13935
910,222,18605
911,114,1580
912,214,38723
913,238,41502
914,264,9429
915,196,7252
916,118,2641
917,194,17377
918,230,10881
919,268,25353
920,208,13664
921,196,22504
922,202,6927
923,178,5539
924,208,5453
925,274,23437
926,268,22300
927,166,7595
928,232,18707
929,174,7155
930,164,19188
931,216,12629
932,194,19457
933,258,15330
934,232,18945
935,176,8959
936,296,22766
937,172,26934
938,274,19551
939,322,12267
940,226,7424
941,208,52373
942,430,56285
943,352,71233
944,306,13338
945,192,13448
946,166,11361
947,336,70127
948,220,9393
949,166,11217
950,138,6865
951,176,14268
952,142,5340
953,266,16788
954,298,61205
955,198,8601
956,224,7369
957,364,22680
958,214,4047
959,218,5392
960,162,11414
961,310,21289
962,100,843
963,242,15934
964,156,8585
965,246,24830
966,264,55791
967,252,13204
968,200,20413
969,182,6562
970,242,21714
971,274,20775
972,196,15094
973,228,16414
974,186,9546
975,158,5083
976,262,22469
977,366,69472
978,210,4213
979,308,29152
980,262,10192
981,156,7803
982,346,42193
983,382,74667
984,302,16512
985,208,10633
986,382,52940
987,224,18564
988,336,15550
989,214,7387
990,416,71838
991,386,85914
992,390,83566
993,128,5158
994,156,4981
995,238,8890
996,382,38653
997,172,17600
998,166,6777
999,144,2905
