,0,1
459,202,8510
460,312,23217
461,250,54334
462,188,12709
463,302,13615
464,156,9419
465,270,60502
466,104,885
467,282,24574
468,172,15003
469,210,10762
470,242,18844
471,324,23632
472,270,60121
473,358,73265
474,410,107419
475,242,19573
476,246,16540
477,228,11245
478,170,8706
479,326,72572
480,146,1976
481,268,16005
482,252,12200
483,224,14841
484,272,18897
485,340,20606
486,296,12434
487,282,55707
488,246,9243
489,272,20086
490,204,5203
491,256,52510
492,148,4334
493,250,11153
494,264,38772
495,242,21664
496,176,22445
497,258,20381
498,178,10339
499,174,4981
500,178,16153
501,254,30939
502,174,7234
503,354,17489
504,232,28057
505,310,66375
506,198,29855
507,214,41842
508,232,19181
509,316,66127
510,224,9592
511,354,73719
512,152,8324
513,172,6962
514,238,8662
515,174,8387
516,182,4892
517,252,16504
518,156,9660
519,274,15936
520,168,3557
521,180,9978
522,174,6374
523,200,8603
524,266,13408
525,136,6101
526,156,3575
527,226,35417
528,308,25809
529,228,21937
530,218,17593
531,290,17027
532,210,9332
533,214,11236
534,258,21842
535,216,19630
536,304,14572
537,202,20094
538,206,13710
539,218,8109
540,300,68821
541,176,13077
542,380,86232
543,218,24135
544,234,36994
545,246,12095
546,398,36187
547,136,2560
548,202,11885
549,322,56621
550,200,5256
551,240,27179
552,274,18206
553,208,5622
554,128,1869
555,230,31891
556,264,35668
557,326,51046
558,196,9780
559,176,6998
560,224,8291
561,236,25159
562,220,10741
563,192,17683
564,184,5776
565,290,39784
566,250,17492
567,268,18880
568,236,18224
569,204,8676
570,238,19693
571,172,8482
572,202,13545
573,322,65678
574,252,13732
575,196,9224
576,154,8767
577,288,45196
578,204,6855
579,248,27113
580,208,53515
581,82,4028
582,252,10920
583,186,14269
584,252,12680
585,236,9161
586,252,43897
587,280,9109
588,212,3795
589,194,5265
590,246,44509
591,356,17420
592,222,18844
593,202,4467
594,110,3459
595,396,80013
596,60,833
597,420,74667
598,134,7442
599,206,8267
600,260,21829
601,248,19193
602,248,12502
603,228,19462
604,182,11816
605,274,21746
606,230,35578
607,356,217952
608,162,3543
609,286,52032
610,250,18086
611,232,23573
612,270,41829
613,154,6472
614,218,17853
615,214,17917
616,146,3961
617,350,42454
618,248,10294
619,328,70393
620,242,9512
621,156,4147
622,130,4100
623,352,13299
624,220,18394
625,168,4689
626,254,12096
627,220,9991
628,188,6689
629,262,23251
630,138,18071
631,190,6532
632,228,12432
633,284,37453
634,292,21547
635,344,25575
636,332,30264
637,352,82470
638,340,58592
639,284,10751
640,392,102313
641,276,25324
642,274,10122
643,292,20185
644,232,15539
645,202,10848
646,212,17718
647,306,88987
648,228,21889
649,110,3700
650,154,8240
651,278,21192
652,196,13144
653,206,15403
654,354,68564
655,156,6482
656,170,11548
657,260,42135
658,222,10304
659,160,3749
660,248,14385
661,190,17735
662,164,12929
663,264,8349
664,186,7660
665,294,29133
666,284,24352
667,158,2766
668,272,33314
669,138,2084
670,338,28395
671,364,25165
672,240,32556
673,268,23222
674,330,23419
675,364,21252
676,138,4635
677,228,19367
678,314,71886
679,298,42570
680,162,11149
681,230,12169
682,292,45924
683,290,14105
684,194,14301
685,294,25788
686,218,10230
687,272,27060
688,232,20181
689,268,12280
690,234,16094
691,266,25456
692,216,11390
693,194,15642
694,282,47672
695,176,3221
696,216,27530
697,216,41054
698,254,22825
699,296,59545
700,182,6257
701,238,10047
702,312,32026
703,346,78595
704,264,20204
705,144,2802
706,200,7228
707,104,19478
708,278,15437
709,162,3473
710,268,14851
711,260,33091
712,300,8507
713,338,57377
714,274,12192
715,346,65950
716,268,49850
717,186,15323
718,146,8259
719,180,15197
720,298,59422
721,242,9881
722,280,22264
723,286,17530
724,264,25447
725,338,70316
726,192,12131
727,226,22185
728,298,62907
729,236,44357
730,110,3239
731,294,25008
732,416,21626
733,220,18779
734,212,9811
735,248,26241
736,250,18211
737,174,3282
738,230,31428
739,202,6988
740,194,7804
741,264,23977
742,176,5616
743,142,5360
744,144,6167
745,336,29664
746,370,29337
747,344,67697
748,198,7593
749,158,3891
750,182,7943
751,210,17489
752,216,9249
753,232,44100
754,174,6237
755,332,25123
756,354,19205
757,454,106974
758,134,6796
759,196,5589
760,358,52589
761,246,35271
762,282,23934
763,404,63190
764,304,58949
765,322,27370
766,214,9032
767,292,26464
768,232,27006
769,240,8128
770,228,6372
771,138,4854
772,236,9544
773,294,23188
774,264,33888
775,296,33128
776,242,23255
777,262,60233
778,208,8315
779,302,25190
780,200,12927
781,182,16959
782,158,9136
783,156,4228
784,210,7238
785,278,21115
786,268,20113
787,240,21934
788,176,24610
789,306,21547
790,286,28075
791,300,25612
792,286,11071
793,172,5422
794,152,4277
795,226,18048
796,198,7673
797,214,22052
798,248,29110
799,226,11992
800,202,13663
801,144,3395
802,262,32997
803,236,8721
804,206,7094
805,290,52202
806,176,3870
807,264,27860
808,234,13979
809,218,10599
810,264,14864
811,204,14475
812,206,7232
813,252,36405
814,180,5965
815,222,11456
816,178,4798
817,188,8723
818,226,13406
819,158,42154
820,192,18360
821,176,5697
822,248,14746
823,320,66801
824,226,9856
825,378,118846
826,204,9271
827,266,21461
828,280,68769
829,160,3620
830,144,3055
831,326,74957
832,170,5920
833,314,61616
834,200,2760
835,240,8558
836,142,2419
837,326,16748
838,276,33999
839,216,9993
840,222,36231
841,272,15902
842,118,3174
843,226,9111
844,186,23513
845,264,40274
846,302,59388
847,354,50508
848,326,58339
849,228,11144
850,178,7029
851,196,6039
852,292,21679
853,136,3056
854,264,40126
855,292,42145
856,186,3962
857,262,12203
858,274,24769
859,254,27265
860,206,51660
861,388,78624
862,208,9038
863,290,35874
864,162,22158
865,206,6705
866,170,7994
867,364,79959
868,336,49956
869,362,26966
870,226,18616
871,194,6740
872,150,24425
873,138,1616
874,242,12156
875,230,10276
876,190,15453
877,290,19056
878,222,13933
879,96,2116
880,254,22597
881,242,23447
882,370,36393
883,236,30906
884,248,13668
885,200,4570
886,222,7113
887,268,52890
888,240,8314
889,270,48129
890,244,18386
891,224,12664
892,214,12370
893,244,32727
894,122,2474
895,246,52324
896,96,769
897,388,35092
898,208,10309
899,238,10720
900,202,5475
901,302,60454
902,230,12398
903,222,9949
904,156,9252
905,206,20485
906,168,10238
907,206,8025
908,158,16564
909,272,14965
910,214,8759
911,258,38683
912,210,4914
913,202,4263
914,262,31950
915,230,19314
916,196,6190
917,236,26680
918,358,42930
919,254,17070
920,222,42718
921,172,11684
922,164,5100
923,242,36282
924,272,42544
925,180,34836
926,322,16750
927,262,27509
928,236,43171
929,256,48143
930,194,4670
931,230,20954
932,188,4335
933,72,2202
934,188,16748
935,164,3275
936,230,13175
937,226,11346
938,162,11734
939,226,7465
940,214,19845
941,234,29508
942,224,30342
943,274,61483
944,298,44959
945,298,52715
946,254,20247
947,284,64462
948,172,15886
949,312,16599
950,246,19424
951,186,6811
952,194,8994
953,272,18040
954,230,10256
955,190,34697
956,330,72982
957,292,20997
958,274,19451
959,224,12095
960,178,8368
961,180,25817
962,90,1927
963,214,16073
964,258,15835
965,274,16561
966,260,26614
967,322,102478
968,182,7459
969,194,4922
970,268,20623
971,212,20238
972,166,7503
973,218,13610
974,304,177824
975,162,2293
976,260,5241
977,294,54388
978,232,19579
979,158,5494
980,254,39985
981,356,27735
982,192,4790
983,104,5118
984,116,2106
985,280,23565
986,220,14223
987,210,16767
988,172,15299
989,254,16650
990,214,12365
991,210,17811
992,232,12932
993,218,16430
994,176,9309
995,182,19280
996,372,46906
997,392,54288
998,270,10707
999,174,10098
