,0,1
654,250,23617
655,142,3990
656,144,5606
657,304,56231
658,370,31963
659,226,14665
660,146,5402
661,266,27246
662,226,19258
663,210,13344
664,342,138248
665,316,61274
666,184,2862
667,336,76264
668,216,8729
669,222,19847
670,206,24579
671,336,78727
672,190,11737
673,292,12779
674,224,11830
675,166,4127
676,314,27993
677,190,9214
678,188,5207
679,232,4217
680,210,48965
681,210,43269
682,144,1766
683,360,81542
684,296,56864
685,206,13872
686,246,8522
687,240,17344
688,174,8158
689,340,78485
690,380,33959
691,154,2730
692,272,23858
693,192,9660
694,196,12631
695,206,12177
696,180,18899
697,276,15646
698,112,4391
699,216,13036
700,240,20864
701,240,10677
702,118,2441
703,222,27694
704,254,44145
705,326,68452
706,230,9549
707,196,4373
708,244,15645
709,178,9030
710,142,4441
711,350,17608
712,172,6630
713,172,17043
714,222,33459
715,352,39012
716,196,23832
717,218,15707
718,310,65144
719,334,30475
720,294,17283
721,334,23416
722,152,3239
723,220,17296
724,296,44694
725,138,6382
726,58,1226
727,318,17631
728,306,61549
729,322,50545
730,190,5746
731,198,12454
732,230,18554
733,220,15758
734,260,24494
735,226,9937
736,326,30025
737,252,20797
738,280,14891
739,184,5768
740,112,1631
741,302,25010
742,204,22666
743,260,40388
744,360,68922
745,322,55341
746,296,21207
747,258,13396
748,224,14758
749,286,19848
750,268,13091
751,270,30783
752,250,7311
753,162,10031
754,240,24819
755,184,13826
756,192,8805
757,106,3430
758,288,44356
759,246,50838
760,246,47282
761,178,3964
762,166,19003
763,204,8331
764,284,28384
765,318,94108
766,156,3207
767,242,18147
768,292,13716
769,144,6588
770,222,10269
771,210,8294
772,294,31339
773,184,6027
774,424,86846
775,96,19147
776,318,18272
777,198,23141
778,200,21618
779,198,5321
780,228,23756
781,232,9434
782,232,18762
783,228,6474
784,196,16122
785,356,30289
786,140,2469
787,160,2632
788,140,2466
789,234,27135
790,234,10767
791,222,10661
792,308,72076
793,318,25783
794,208,20842
795,216,30099
796,150,2511
797,268,21517
798,200,9330
799,362,69647
800,230,16338
801,298,40465
802,186,6998
803,158,4045
804,158,5686
805,312,23680
806,394,35930
807,392,73734
808,140,5371
809,242,11057
810,146,4207
811,208,17127
812,156,4147
813,266,25785
814,130,3151
815,354,78332
816,290,52505
817,324,95666
818,310,13947
819,124,1303
820,160,5322
821,200,27702
822,316,38356
823,234,3874
824,310,22105
825,294,55112
826,232,10058
827,152,3267
828,178,4542
829,302,22582
830,228,11641
831,256,22283
832,224,11735
833,200,4916
834,162,10008
835,184,5525
836,266,19413
837,162,11164
838,174,6767
839,178,2846
840,134,2977
841,160,50461
842,208,16954
843,226,20434
844,256,41752
845,326,66248
846,266,56086
847,354,76759
848,194,3477
849,282,24435
850,204,11222
851,252,15936
852,224,18131
853,228,24003
854,314,73498
855,384,75896
856,258,7748
857,296,43462
858,134,3614
859,290,7744
860,304,50677
861,286,31252
862,370,69195
863,196,19259
864,254,9501
865,162,8967
866,190,25859
867,156,9421
868,276,17534
869,168,4009
870,314,20432
871,170,11128
872,226,17616
873,204,16882
874,168,4556
875,274,16258
876,204,23426
877,260,31036
878,182,15579
879,150,9285
880,174,8529
881,322,76799
882,154,27440
883,298,15703
884,198,10858
885,240,19392
886,284,15885
887,230,42276
888,172,9401
889,350,70678
890,202,19273
891,354,76663
892,212,18036
893,232,5991
894,374,120342
895,230,7561
896,250,25505
897,214,10624
898,352,33542
899,134,3464
900,264,21954
901,222,21616
902,260,22999
903,118,1849
904,242,30791
905,304,22989
906,110,1828
907,156,6608
908,272,18461
909,180,10875
910,244,8401
911,262,49544
912,432,53026
913,306,20162
914,340,45892
915,82,2774
916,280,54583
917,214,14950
918,252,39503
919,222,9317
920,226,4780
921,134,2858
922,258,13793
923,206,15425
924,254,22683
925,164,6861
926,208,8185
927,168,6535
928,280,11532
929,260,26404
930,328,59299
931,382,79305
932,238,17039
933,226,7712
934,214,10124
935,180,7697
936,206,9289
937,260,21318
938,168,3232
939,120,2099
940,202,13286
941,190,4279
942,260,12196
943,160,6134
944,274,28419
945,238,11085
946,274,48986
947,312,31591
948,144,3412
949,196,4559
950,230,28995
951,180,5608
952,260,12365
953,228,10037
954,252,19072
955,314,18603
956,224,26255
957,276,13983
958,248,127995
959,228,21759
960,222,48721
961,298,48002
962,188,10517
963,238,23658
964,296,60134
965,316,28000
966,198,8223
967,180,12704
968,302,18741
969,334,82279
970,326,37052
971,278,23453
972,306,18101
973,260,21654
974,234,10635
975,378,78054
976,246,15846
977,190,30332
978,194,20568
979,328,77543
980,174,7705
981,198,11283
982,140,4723
983,144,6138
984,236,29446
985,194,10765
986,152,7004
987,282,30068
988,194,10509
989,336,50323
990,216,11937
991,134,4555
992,166,3311
993,208,11356
994,224,19133
995,224,42821
996,200,5805
997,348,67593
998,222,38888
999,232,11619
